query_sample_id,kind,rank,source_index,sample_id,project,source_category,reference_family,label,faiss_l2_distance,cosine_similarity,distance_percentile_in_db,x,y
6,retrieved,1,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.015015,0.992403,0.000000,96.845016,-35.922024
6,retrieved,2,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.036682,0.992380,0.000115,-24.084480,-95.792702
6,retrieved,3,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.036743,0.992380,0.000115,-50.584881,-93.976677
6,retrieved,4,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.045776,0.992369,0.000344,-20.974337,134.501541
6,retrieved,5,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.060120,0.992353,0.000459,126.190514,2.641403
6,retrieved,6,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.064819,0.992348,0.000574,124.055534,-26.105160
6,background,,8462,trace-csv::8463,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.066931,0.992348,,-69.312462,-118.640572
6,background,,8471,trace-csv::8472,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.066931,0.992348,,-88.826591,-136.749191
6,background,,8558,trace-csv::8559,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.077479,0.992336,,-41.980896,-122.527885
6,background,,8567,trace-csv::8568,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.077481,0.992336,,-15.990473,-126.637917
6,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.079610,0.992338,,14.200685,225.827133
6,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.079610,0.992338,,14.200685,225.827133
6,background,,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.095558,0.992315,,-15.345945,163.680511
6,background,,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.099750,0.992311,,2.006167,143.606110
6,background,,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.106892,0.992302,,102.173042,-7.891031
6,background,,8606,trace-csv::8607,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.110914,0.992301,,-36.222107,-152.135605
6,background,,8615,trace-csv::8616,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.110915,0.992301,,-62.648659,-149.639908
6,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.125484,0.992289,,47.647167,233.157516
6,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.125484,0.992289,,47.647167,233.157516
6,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.130649,0.992284,,21.638386,259.751251
6,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.130649,0.992284,,21.638386,259.751251
6,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.134281,0.992273,,-110.762764,-73.054482
6,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.134284,0.992273,,-112.042023,-101.932480
6,background,,8403,trace-csv::8404,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.143036,0.992267,,152.551834,-16.073002
6,background,,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.148155,0.992258,,-39.437496,160.539429
6,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.175747,0.992235,,75.616447,244.551727
6,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.175747,0.992235,,53.928841,266.559509
6,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.181786,0.992224,,121.475334,-55.864395
6,background,,8547,trace-csv::8548,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.182560,0.992224,,176.919037,-22.036156
6,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.187582,0.992215,,-86.162689,-88.991760
6,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.187585,0.992215,,-79.758736,-63.340466
6,background,,8451,trace-csv::8452,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.197432,0.992207,,163.739716,7.127575
6,background,,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.199911,0.992200,,-48.054405,132.106232
6,background,,8535,trace-csv::8536,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.206747,0.992198,,47.333130,196.146545
6,background,,8542,trace-csv::8543,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.206747,0.992198,,47.333130,196.146545
6,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.219095,0.992182,,146.812500,-48.450890
7,query,,,7,php-src__CVE-2015-8617,Query CVE,Query CVE,Vulnerable,0.000000,1.000000,,54.487431,-58.661865
7,retrieved,1,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.604004,0.992857,0.000230,102.323875,-114.991241
7,retrieved,2,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.604004,0.992857,0.000230,75.210449,-101.204239
7,retrieved,3,8462,trace-csv::8463,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.609009,0.992851,0.000230,104.654564,-76.278252
7,retrieved,4,8471,trace-csv::8472,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.609009,0.992851,0.000230,129.919739,-93.647446
7,retrieved,5,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.620544,0.992836,0.000574,-129.951126,26.365347
7,retrieved,6,8558,trace-csv::8559,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.645874,0.992811,0.000574,76.428108,-139.295135
7,background,,8567,trace-csv::8568,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.646087,0.992811,,104.615143,-153.541718
7,background,,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.646804,0.992808,,-110.616180,81.189529
7,background,,8606,trace-csv::8607,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.658199,0.992799,,139.272446,-159.262299
7,background,,8615,trace-csv::8616,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.658199,0.992799,,133.013275,-128.415405
7,background,,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.683182,0.992769,,-97.086601,25.230587
7,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.695503,0.992756,,201.153900,-101.801010
7,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.695504,0.992756,,168.869431,-106.694649
7,background,,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.708545,0.992742,,-112.791611,51.343513
7,background,,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.721352,0.992725,,75.444023,145.289780
7,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.745866,0.992701,,175.548508,-74.605507
7,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.745871,0.992701,,185.102783,-135.742325
7,background,,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.747743,0.992696,,76.555336,196.101807
7,background,,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.748682,0.992696,,-80.330948,62.584084
7,background,,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.777235,0.992664,,58.357368,170.467651
7,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.798839,0.992650,,-186.189423,-58.275642
7,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.798839,0.992650,,-186.189423,-58.275642
7,background,,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.800990,0.992638,,94.901199,171.607803
7,background,,8661,trace-csv::8662,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.801478,0.992639,,-143.078796,65.957649
7,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.821040,0.992627,,-202.474579,-23.845480
7,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.821040,0.992627,,-202.474579,-23.845480
7,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.859954,0.992584,,-245.644638,-30.248251
7,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.859954,0.992584,,-245.644638,-30.248251
7,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.863219,0.992572,,106.642242,134.113190
7,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.881964,0.992561,,-227.666550,-65.163788
7,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.881964,0.992561,,-227.666550,-65.163788
7,background,,8535,trace-csv::8536,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.901104,0.992536,,-221.868317,16.057432
7,background,,8542,trace-csv::8543,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.901104,0.992536,,-221.868317,16.057432
7,background,,8403,trace-csv::8404,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.902679,0.992531,,129.464783,195.475662
7,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.908024,0.992523,,125.655792,158.005524
7,background,,8451,trace-csv::8452,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.933569,0.992497,,106.995346,215.072250
8,query,,,8,php-src__CVE-2015-8617,Query CVE,Query CVE,Safe,0.000000,1.000000,,0.104271,23.005020
8,retrieved,1,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.910278,0.993607,0.000115,-55.780750,4.590019
8,retrieved,2,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.927368,0.993589,0.000115,-57.608707,-37.895515
8,retrieved,3,8462,trace-csv::8463,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.951843,0.993565,0.000459,167.302383,88.276062
8,retrieved,4,8471,trace-csv::8472,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.951904,0.993565,0.000459,131.382538,105.609444
8,retrieved,5,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.957581,0.993558,0.000459,204.681854,120.171913
8,retrieved,6,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.957581,0.993558,0.000459,170.802902,134.669022
8,background,,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.965697,0.993547,,-97.209190,15.937895
8,background,,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.981445,0.993531,,-91.136200,-21.628750
8,background,,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.990939,0.993515,,-106.533699,193.466858
8,background,,8606,trace-csv::8607,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.993403,0.993520,,127.860573,150.557312
8,background,,8615,trace-csv::8616,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.993405,0.993520,,156.250641,181.590302
8,background,,8558,trace-csv::8559,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.993520,0.993519,,233.817673,152.796844
8,background,,8567,trace-csv::8568,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.993522,0.993519,,198.578537,172.649780
8,background,,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.010691,0.993494,,-66.135262,212.211792
8,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.029249,0.993486,,-8.920973,-228.732010
8,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.029249,0.993486,,-8.920973,-228.732010
8,background,,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.029630,0.993475,,-119.208664,-55.458332
8,background,,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.038097,0.993464,,-136.127213,226.582016
8,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.039053,0.993467,,220.722305,74.002205
8,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.039054,0.993467,,208.130463,36.637707
8,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.043585,0.993472,,-40.460320,-188.026306
8,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.043585,0.993472,,-40.460320,-188.026306
8,background,,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.054369,0.993446,,-98.660835,231.722046
8,background,,8661,trace-csv::8662,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.077161,0.993424,,-137.010788,-19.272764
8,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.080970,0.993422,,261.638733,93.399109
8,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.080973,0.993422,,257.629791,50.174736
8,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.082233,0.993429,,-66.069527,-237.940903
8,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.082233,0.993429,,-66.069527,-237.940903
8,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.095596,0.993416,,-38.889553,-278.338837
8,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.095596,0.993416,,-38.889553,-278.338837
8,background,,8535,trace-csv::8536,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.122555,0.993381,,-147.600784,-178.899551
8,background,,8542,trace-csv::8543,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.122555,0.993381,,-107.591743,-177.131516
8,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.128097,0.993367,,-68.893158,260.477509
8,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.165589,0.993326,,-111.101067,269.858185
8,background,,8679,trace-csv::8680,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.168139,0.993333,,-129.883011,-223.105301
8,background,,8686,trace-csv::8687,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.168139,0.993333,,-129.883011,-223.105301
9,query,,,9,rsyslog__CVE-2017-12588,Query CVE,Query CVE,Vulnerable,0.000000,1.000000,,415.329163,-155.314743
9,retrieved,1,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.013245,0.993498,0.000115,325.009674,-100.384689
9,retrieved,2,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.014099,0.993499,0.000230,300.477844,-28.936476
9,retrieved,3,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.050903,0.993459,0.000459,339.236694,40.202217
9,retrieved,4,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.050964,0.993458,0.000459,384.375092,-31.219921
9,retrieved,5,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.089966,0.993413,0.000574,231.245132,36.207462
9,retrieved,6,8661,trace-csv::8662,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.127380,0.993374,0.000689,211.570496,-42.734932
9,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.130597,0.993381,,71.857590,-296.744171
9,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.130597,0.993381,,71.857590,-296.744171
9,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.134925,0.993375,,49.185001,-420.006439
9,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.134925,0.993375,,49.185001,-420.006439
9,background,,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.139617,0.993357,,185.279556,303.714417
9,background,,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.140128,0.993356,,120.436501,341.447693
9,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.165863,0.993344,,148.915375,-360.322296
9,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.165863,0.993344,,148.915375,-360.322296
9,background,,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.168571,0.993325,,137.171890,417.919037
9,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.169994,0.993338,,-31.513594,-357.533722
9,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.169994,0.993338,,-31.513594,-357.533722
9,background,,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.170226,0.993324,,207.350922,391.172852
9,background,,8535,trace-csv::8536,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.185153,0.993317,,27.351959,-163.796234
9,background,,8542,trace-csv::8543,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.185153,0.993317,,27.351959,-163.796234
9,background,,8475,trace-csv::8476,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.213056,0.993279,,-501.411224,15.335232
9,background,,8474,trace-csv::8475,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.213056,0.993279,,-333.299103,30.549772
9,background,,8618,trace-csv::8619,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.219357,0.993272,,-412.331360,-24.493774
9,background,,8619,trace-csv::8620,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.219357,0.993272,,-432.272247,171.134247
9,background,,8686,trace-csv::8687,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.220279,0.993280,,-60.337971,-212.799088
9,background,,8679,trace-csv::8680,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.220279,0.993280,,-60.337971,-212.799088
9,background,,8426,trace-csv::8427,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.223927,0.993267,,-345.215881,125.981430
9,background,,8427,trace-csv::8428,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.223927,0.993267,,-510.711304,114.273621
9,background,,8412,trace-csv::8413,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.225982,0.993265,,-95.763451,273.256287
9,background,,8413,trace-csv::8414,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.225982,0.993265,,-95.763451,273.256287
9,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.227958,0.993262,,262.188385,331.623322
9,background,,8570,trace-csv::8571,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.230151,0.993260,,-423.223511,72.918152
9,background,,8571,trace-csv::8572,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.230151,0.993260,,-423.223511,72.918152
9,background,,8401,trace-csv::8402,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.233027,0.993256,,-235.601044,257.674500
9,background,,8402,trace-csv::8403,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.233027,0.993256,,-235.601044,257.674500
9,background,,8557,trace-csv::8558,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.250726,0.993239,,-97.098274,197.527802
10,query,,,10,rsyslog__CVE-2017-12588,Query CVE,Query CVE,Safe,0.000000,1.000000,,120.335342,44.728638
10,retrieved,1,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.974915,0.993545,0.000000,279.464844,115.419144
10,retrieved,2,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.977051,0.993544,0.000115,199.054901,108.240089
10,retrieved,3,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.011841,0.993506,0.000230,269.719452,40.604313
10,retrieved,4,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.014038,0.993504,0.000344,235.122955,185.842728
10,retrieved,5,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.050354,0.993461,0.000574,371.465027,114.772018
10,retrieved,6,8661,trace-csv::8662,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.087952,0.993421,0.000689,340.750244,193.992874
10,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.097469,0.993424,,-154.999573,388.210114
10,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.097469,0.993424,,-154.999573,388.210114
10,background,,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.099786,0.993404,,-357.473511,-84.880501
10,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.100310,0.993419,,-62.459892,445.581116
10,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.100310,0.993419,,-62.459892,445.581116
10,background,,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.101930,0.993402,,-325.618317,2.329470
10,background,,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.130047,0.993372,,-279.356476,-63.587700
10,background,,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.130517,0.993371,,-281.518860,-142.288559
10,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.132608,0.993387,,-111.192970,287.092834
10,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.132608,0.993387,,-111.192970,287.092834
10,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.134807,0.993383,,-21.287285,342.155762
10,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.134807,0.993383,,-21.287285,342.155762
10,background,,8542,trace-csv::8543,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.149063,0.993363,,86.812950,477.798370
10,background,,8535,trace-csv::8536,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.149063,0.993363,,86.812950,477.798370
10,background,,8475,trace-csv::8476,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.182331,0.993317,,-106.540977,-458.868988
10,background,,8474,trace-csv::8475,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.182331,0.993317,,-19.067644,-470.108337
10,background,,8686,trace-csv::8687,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.184461,0.993325,,113.405838,379.342743
10,background,,8679,trace-csv::8680,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.184461,0.993325,,113.405838,379.342743
10,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.186398,0.993311,,-195.262772,-84.034973
10,background,,8618,trace-csv::8619,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.188159,0.993311,,50.419201,-419.850739
10,background,,8619,trace-csv::8620,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.188159,0.993311,,103.044136,-490.276642
10,background,,8426,trace-csv::8427,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.191381,0.993307,,-41.954395,-387.057831
10,background,,8427,trace-csv::8428,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.191381,0.993307,,-75.573807,-548.218933
10,background,,8571,trace-csv::8572,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.197230,0.993301,,25.288349,-550.584167
10,background,,8570,trace-csv::8571,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.197230,0.993301,,25.288349,-550.584167
10,background,,8412,trace-csv::8413,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.202479,0.993296,,202.718338,-229.525131
10,background,,8413,trace-csv::8414,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.202479,0.993296,,202.718338,-229.525131
10,background,,8402,trace-csv::8403,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.205770,0.993290,,72.350525,-247.260971
10,background,,8401,trace-csv::8402,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.205770,0.993290,,72.350525,-247.260971
10,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.215631,0.993279,,-223.503052,0.377037
11,query,,,11,plasma-workspace__CVE-2018-6791,Query CVE,Query CVE,Vulnerable,0.000000,1.000000,,-28.738668,242.748047
11,retrieved,1,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.485596,0.991935,0.000000,-26.460648,198.419418
11,retrieved,2,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.485657,0.991935,0.000230,-50.332230,180.031174
