kind,sample_id,project,cwe_or_hint,label,source_index,x,y
background_juliet,trace-csv::6240,CWE416_18-CWE416_Use_After_Free__new_delete_int64_t,trace-csv::6240,Vulnerable,6239,30.054504,-4.000162
background_juliet,trace-csv::6304,CWE680_02-CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets,trace-csv::6304,Vulnerable,6303,-1.060038,2.101046
background_juliet,trace-csv::6318,CWE680_04-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket,trace-csv::6318,Vulnerable,6317,-2.320602,2.916600
background_juliet,trace-csv::6365,CWE680_10-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf,trace-csv::6365,Vulnerable,6364,9.749630,-7.631407
background_juliet,trace-csv::6416,CWE680_16-CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets,trace-csv::6416,Vulnerable,6415,-1.060083,2.101089
background_juliet,trace-csv::6421,CWE680_17-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf,trace-csv::6421,Vulnerable,6420,9.749630,-7.631407
background_juliet,trace-csv::6438,CWE680_21-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket,trace-csv::6438,Vulnerable,6437,-2.303563,3.211545
retrieved_juliet,trace-csv::6475,CWE680_41-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf,trace-csv::6475,Vulnerable,6474,-8.202523,1.395833
background_juliet,trace-csv::6521,CWE680_53-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket,trace-csv::6521,Vulnerable,6520,-3.999827,5.166641
background_juliet,trace-csv::6536,CWE680_54-CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket,trace-csv::6536,Vulnerable,6535,-2.778768,4.923328
background_juliet,trace-csv::6541,CWE680_61-CWE680_Integer_Overflow_to_Buffer_Overflow__new_connect_socket,trace-csv::6541,Vulnerable,6540,-2.390053,4.346240
retrieved_juliet,trace-csv::6555,CWE680_63-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf,trace-csv::6555,Vulnerable,6554,-8.058780,1.736196
retrieved_juliet,trace-csv::6563,CWE680_64-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf,trace-csv::6563,Vulnerable,6562,-8.166956,1.585403
background_juliet,trace-csv::6568,CWE680_64-CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket,trace-csv::6568,Vulnerable,6567,-2.619719,4.596418
background_juliet,trace-csv::6569,CWE680_65-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket,trace-csv::6569,Vulnerable,6568,-2.388854,2.932562
background_juliet,trace-csv::6597,CWE78_01-CWE78_OS_Command_Injection__char_console_execl,trace-csv::6597,Vulnerable,6596,7.466315,-5.794716
background_juliet,trace-csv::6605,CWE78_01-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::6605,Vulnerable,6604,1.710879,-5.225241
background_juliet,trace-csv::6634,CWE78_02-CWE78_OS_Command_Injection__char_connect_socket_execlp,trace-csv::6634,Vulnerable,6633,-12.656041,10.571008
background_juliet,trace-csv::6636,CWE78_02-CWE78_OS_Command_Injection__char_connect_socket_system,OS command injection,Vulnerable,6635,-11.867510,11.470131
background_juliet,trace-csv::6658,CWE78_02-CWE78_OS_Command_Injection__char_console_system,OS command injection,Vulnerable,6657,3.458579,-5.293868
background_juliet,trace-csv::6665,CWE78_02-CWE78_OS_Command_Injection__char_file_execl,trace-csv::6665,Vulnerable,6664,7.276336,-6.015611
background_juliet,trace-csv::6714,CWE78_04-CWE78_OS_Command_Injection__char_connect_socket_execlp,trace-csv::6714,Vulnerable,6713,-12.656159,10.571322
background_juliet,trace-csv::6725,CWE78_04-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::6725,Vulnerable,6724,1.108723,-4.826422
background_juliet,trace-csv::6730,CWE78_04-CWE78_OS_Command_Injection__char_console_popen,trace-csv::6730,Vulnerable,6729,1.669184,-6.691699
background_juliet,trace-csv::6760,CWE78_05-CWE78_OS_Command_Injection__char_console_execl,trace-csv::6760,Vulnerable,6759,3.234790,-2.937395
background_juliet,trace-csv::6797,CWE78_06-CWE78_OS_Command_Injection__char_console_execl,trace-csv::6797,Vulnerable,6796,7.466480,-5.794830
background_juliet,trace-csv::6805,CWE78_06-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::6805,Vulnerable,6804,0.999271,-5.258935
background_juliet,trace-csv::6816,CWE78_06-CWE78_OS_Command_Injection__char_console_system,OS command injection,Vulnerable,6815,2.884453,-6.966917
background_juliet,trace-csv::6826,CWE78_06-CWE78_OS_Command_Injection__char_file_execlp,trace-csv::6826,Vulnerable,6825,7.293797,-6.080375
background_juliet,trace-csv::6854,CWE78_07-CWE78_OS_Command_Injection__char_console_popen,trace-csv::6854,Vulnerable,6853,-0.571857,-2.983819
background_juliet,trace-csv::6864,CWE78_07-CWE78_OS_Command_Injection__char_environment_system,OS command injection,Vulnerable,6863,-1.796436,-5.819858
background_juliet,trace-csv::6955,CWE78_10-CWE78_OS_Command_Injection__char_connect_socket_popen,trace-csv::6955,Vulnerable,6954,-11.555380,10.893371
background_juliet,trace-csv::6993,CWE78_11-CWE78_OS_Command_Injection__char_connect_socket_execl,trace-csv::6993,Vulnerable,6992,-12.259137,10.192454
background_juliet,trace-csv::6997,CWE78_11-CWE78_OS_Command_Injection__char_console_execl,trace-csv::6997,Vulnerable,6996,7.466342,-5.794722
background_juliet,trace-csv::7004,CWE78_11-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::7004,Vulnerable,7003,1.401146,-4.820733
background_juliet,trace-csv::7045,CWE78_12-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::7045,Vulnerable,7044,1.398171,-4.819926
background_juliet,trace-csv::7085,CWE78_13-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::7085,Vulnerable,7084,1.000078,-5.258597
background_juliet,trace-csv::7087,CWE78_13-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::7087,Vulnerable,7086,-1.184078,-2.721403
background_juliet,trace-csv::7091,CWE78_13-CWE78_OS_Command_Injection__char_console_popen,trace-csv::7091,Vulnerable,7090,1.669184,-6.691699
background_juliet,trace-csv::7100,CWE78_13-CWE78_OS_Command_Injection__char_console_system,OS command injection,Vulnerable,7099,-0.354266,-3.827530
background_juliet,trace-csv::7170,CWE78_15-CWE78_OS_Command_Injection__char_console_popen,trace-csv::7170,Vulnerable,7169,1.609124,-6.807723
background_juliet,trace-csv::7239,CWE78_17-CWE78_OS_Command_Injection__char_console_execl,trace-csv::7239,Vulnerable,7238,0.762218,-4.932298
background_juliet,trace-csv::7263,CWE78_17-CWE78_OS_Command_Injection__char_environment_popen,trace-csv::7263,Vulnerable,7262,-2.000706,-5.761016
background_juliet,trace-csv::7311,CWE78_18-CWE78_OS_Command_Injection__char_listen_socket_popen,trace-csv::7311,Vulnerable,7310,-11.538819,10.592416
background_juliet,trace-csv::7315,CWE78_21-CWE78_OS_Command_Injection__char_connect_socket_popen,trace-csv::7315,Vulnerable,7314,-11.555303,10.891547
background_juliet,trace-csv::7338,CWE78_21-CWE78_OS_Command_Injection__char_console_system,OS command injection,Vulnerable,7337,3.458532,-5.293814
background_juliet,trace-csv::7416,CWE78_31-CWE78_OS_Command_Injection__char_console_system,OS command injection,Vulnerable,7415,2.698945,-7.102632
background_juliet,trace-csv::7511,CWE78_33-CWE78_OS_Command_Injection__char_listen_socket_popen,trace-csv::7511,Vulnerable,7510,-11.465025,10.587261
background_juliet,trace-csv::7567,CWE78_42-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::7567,Vulnerable,7566,-1.208212,-2.829863
background_juliet,trace-csv::7652,CWE78_51-CWE78_OS_Command_Injection__char_console_popen,OS command injection,Vulnerable,7651,-3.448838,-1.897506
background_juliet,trace-csv::7690,CWE78_52-CWE78_OS_Command_Injection__char_console_popen,OS command injection,Vulnerable,7689,-3.989078,-1.577466
background_juliet,trace-csv::7749,CWE78_53-CWE78_OS_Command_Injection__char_listen_socket_execl,OS command injection,Vulnerable,7748,-12.867403,8.015969
background_juliet,trace-csv::7803,CWE78_61-CWE78_OS_Command_Injection__char_console_execlp,trace-csv::7803,Vulnerable,7802,1.707835,-5.227922
background_juliet,trace-csv::7828,CWE78_61-CWE78_OS_Command_Injection__char_file_system,OS command injection,Vulnerable,7827,6.209416,-6.400190
background_juliet,trace-csv::7830,CWE78_61-CWE78_OS_Command_Injection__char_listen_socket_execlp,trace-csv::7830,Vulnerable,7829,-12.657904,10.280295
background_juliet,trace-csv::7838,CWE78_63-CWE78_OS_Command_Injection__char_console_execl,OS command injection,Vulnerable,7837,-4.102715,-1.897260
background_juliet,trace-csv::7871,CWE78_63-CWE78_OS_Command_Injection__char_listen_socket_popen,OS command injection,Vulnerable,7870,-12.198048,9.056207
background_juliet,trace-csv::7998,autotrace-20200219.65,trace-csv::7998,Vulnerable,7997,-17.956118,-0.097037
retrieved_juliet,trace-csv::8067,autotrace-20200219.65,trace-csv::8067,Vulnerable,8066,-17.226358,0.294203
retrieved_juliet,trace-csv::8068,autotrace-20200219.65,trace-csv::8068,Vulnerable,8067,-17.116785,0.063684
retrieved_juliet,trace-csv::8070,autotrace-20200219.65,trace-csv::8070,Vulnerable,8069,-17.129314,0.347976
retrieved_juliet,trace-csv::8071,autotrace-20200219.65,trace-csv::8071,Vulnerable,8070,-17.116785,0.063684
retrieved_juliet,trace-csv::8073,autotrace-20200219.65,trace-csv::8073,Vulnerable,8072,-17.129482,0.349185
background_juliet,trace-csv::8078,autotrace-20200219.65,trace-csv::8078,Vulnerable,8077,-18.306547,-0.018871
retrieved_juliet,trace-csv::8108,firejail-0.9.62,trace-csv::8108,Vulnerable,8107,-26.145967,-4.263273
retrieved_juliet,trace-csv::8109,firejail-0.9.62,trace-csv::8109,Vulnerable,8108,-26.077522,-4.280701
retrieved_juliet,trace-csv::8110,firejail-0.9.62,trace-csv::8110,Vulnerable,8109,-26.145967,-4.263273
retrieved_juliet,trace-csv::8111,firejail-0.9.62,trace-csv::8111,Vulnerable,8110,-26.077639,-4.280824
background_juliet,trace-csv::8222,sam2p-0.49.4,trace-csv::8222,Vulnerable,8221,-15.597264,0.689041
retrieved_juliet,trace-csv::8227,sam2p-0.49.4,trace-csv::8227,Vulnerable,8226,-21.066614,-1.400264
retrieved_juliet,trace-csv::8228,sam2p-0.49.4,trace-csv::8228,Vulnerable,8227,-21.482084,-1.902665
retrieved_juliet,trace-csv::8229,sam2p-0.49.4,trace-csv::8229,Vulnerable,8228,-21.449621,-1.057516
retrieved_juliet,trace-csv::8230,sam2p-0.49.4,trace-csv::8230,Vulnerable,8229,-21.741186,-2.445658
retrieved_juliet,trace-csv::8231,sam2p-0.49.4,trace-csv::8231,Vulnerable,8230,-22.301702,-1.725406
retrieved_juliet,trace-csv::8235,sam2p-0.49.4,trace-csv::8235,Vulnerable,8234,-22.086439,-1.192566
background_juliet,trace-csv::8237,sam2p-0.49.4,trace-csv::8237,Vulnerable,8236,-22.245956,-2.155186
background_juliet,trace-csv::8246,sam2p-0.49.4,trace-csv::8246,Vulnerable,8245,-16.381514,0.371847
retrieved_juliet,trace-csv::8275,sam2p-0.49.4,trace-csv::8275,Vulnerable,8274,-20.959372,-1.656083
retrieved_juliet,trace-csv::8276,sam2p-0.49.4,trace-csv::8276,Vulnerable,8275,-21.482084,-1.902665
retrieved_juliet,trace-csv::8277,sam2p-0.49.4,trace-csv::8277,Vulnerable,8276,-21.449621,-1.057516
retrieved_juliet,trace-csv::8278,sam2p-0.49.4,trace-csv::8278,Vulnerable,8277,-21.741186,-2.445658
retrieved_juliet,trace-csv::8279,sam2p-0.49.4,trace-csv::8279,Vulnerable,8278,-22.301702,-1.725406
retrieved_juliet,trace-csv::8283,sam2p-0.49.4,trace-csv::8283,Vulnerable,8282,-22.086439,-1.192566
background_juliet,trace-csv::8293,sam2p-0.49.4,trace-csv::8293,Vulnerable,8292,-15.577154,0.694681
background_juliet,trace-csv::8317,sam2p-0.49.4,trace-csv::8317,Vulnerable,8316,-21.050180,-2.246555
background_juliet,trace-csv::8388,shntool-3.0.5,trace-csv::8388,Vulnerable,8387,-19.360018,-0.774009
retrieved_juliet,trace-csv::8402,urjtag-0.8,trace-csv::8402,Vulnerable,8401,-28.000423,-3.337588
retrieved_juliet,trace-csv::8403,urjtag-0.8,trace-csv::8403,Vulnerable,8402,-28.000423,-3.337588
retrieved_juliet,trace-csv::8415,urjtag-0.8,trace-csv::8415,Vulnerable,8414,-29.746965,-2.402560
retrieved_juliet,trace-csv::8416,urjtag-0.8,trace-csv::8416,Vulnerable,8415,-28.749447,-2.223936
retrieved_juliet,trace-csv::8422,urjtag-0.8,trace-csv::8422,Vulnerable,8421,-29.056746,-3.097421
retrieved_juliet,trace-csv::8424,urjtag-0.8,trace-csv::8424,Vulnerable,8423,-30.060478,-2.783901
background_juliet,trace-csv::8445,urjtag-0.8,trace-csv::8445,Vulnerable,8444,-28.136169,-3.993921
retrieved_juliet,trace-csv::8463,urjtag-0.8,trace-csv::8463,Vulnerable,8462,-29.602488,-2.914648
retrieved_juliet,trace-csv::8464,urjtag-0.8,trace-csv::8464,Vulnerable,8463,-28.120020,-2.574963
retrieved_juliet,trace-csv::8470,urjtag-0.8,trace-csv::8470,Vulnerable,8469,-28.748442,-3.224315
retrieved_juliet,trace-csv::8472,urjtag-0.8,trace-csv::8472,Vulnerable,8471,-29.476192,-2.321592
retrieved_juliet,trace-csv::8518,urjtag-0.8,trace-csv::8518,Vulnerable,8517,-29.396149,-3.986476
background_juliet,trace-csv::8539,urjtag-0.8,trace-csv::8539,Vulnerable,8538,-28.592871,-4.412463
retrieved_juliet,trace-csv::8559,urjtag-0.8,trace-csv::8559,Vulnerable,8558,-30.087074,-3.546550
retrieved_juliet,trace-csv::8560,urjtag-0.8,trace-csv::8560,Vulnerable,8559,-28.844305,-2.421393
retrieved_juliet,trace-csv::8566,urjtag-0.8,trace-csv::8566,Vulnerable,8565,-29.306780,-3.573236
retrieved_juliet,trace-csv::8568,urjtag-0.8,trace-csv::8568,Vulnerable,8567,-30.050325,-3.266319
background_juliet,trace-csv::8588,urjtag-0.8,trace-csv::8588,Vulnerable,8587,-28.479706,-4.035718
retrieved_juliet,trace-csv::8608,urjtag-0.8,trace-csv::8608,Vulnerable,8607,-28.368744,-2.644669
retrieved_juliet,trace-csv::8614,urjtag-0.8,trace-csv::8614,Vulnerable,8613,-28.902174,-3.526242
retrieved_juliet,trace-csv::8662,urjtag-0.8,trace-csv::8662,Vulnerable,8661,-29.682955,-4.109955
background_juliet,trace-csv::8670,urjtag-0.8,trace-csv::8670,Vulnerable,8669,-29.079365,-4.477043
background_juliet,trace-csv::8698,zsh-5.4.2,trace-csv::8698,Vulnerable,8697,-31.515226,-3.027356
query_cve,1,patch__CVE-2019-13638,,Vulnerable,,-28.558077,0.231193
query_cve,2,patch__CVE-2019-13638,,Safe,,-28.546114,0.260816
query_cve,3,php-src__CVE-2015-8617,,Vulnerable,,-28.848047,3.223608
query_cve,4,php-src__CVE-2015-8617,,Safe,,-28.845884,3.206502
query_cve,5,spice-vdagent__CVE-2017-15108,,Vulnerable,,-28.377724,1.570069
query_cve,6,spice-vdagent__CVE-2017-15108,,Safe,,-28.272955,1.538519
query_cve,7,php-src__CVE-2015-8617,,Vulnerable,,-27.529104,1.694456
query_cve,8,php-src__CVE-2015-8617,,Safe,,-27.481071,1.594882
query_cve,9,rsyslog__CVE-2017-12588,,Vulnerable,,-26.880392,0.569393
query_cve,10,rsyslog__CVE-2017-12588,,Safe,,-26.871447,0.561651
query_cve,11,plasma-workspace__CVE-2018-6791,,Vulnerable,,-30.890165,0.056677
query_cve,12,plasma-workspace__CVE-2018-6791,,Safe,,-30.885012,0.059022
query_cve,13,shadowsocks-libev__CVE-2017-15924,,Vulnerable,,-29.817945,1.445984
query_cve,14,shadowsocks-libev__CVE-2017-15924,,Safe,,-29.900826,1.660864
query_cve,15,openjpeg__CVE-2019-12973,,Vulnerable,,-25.063349,0.828092
query_cve,16,openjpeg__CVE-2019-12973,,Safe,,-26.165226,0.586586
query_cve,17,radare2__CVE-2019-16718,,Vulnerable,,-25.425638,-0.124194
query_cve,18,radare2__CVE-2019-16718,,Safe,,-29.405964,0.536421
query_cve,19,ghostpdl__CVE-2018-16863,,Vulnerable,,-25.547367,0.204753
query_cve,20,ghostpdl__CVE-2018-16863,,Safe,,-25.714771,0.513909
